sequence_id,split,image_id,frame_index,timestamp_s,camera_view,annotations,remote_path,download_url,local_path
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1218,120,5.000,aerial,370,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000120.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000120.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000120.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1219,132,5.500,aerial,360,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000132.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000132.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000132.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1220,144,6.000,aerial,369,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000144.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000144.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000144.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1221,156,6.500,aerial,371,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000156.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000156.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000156.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1222,168,7.000,aerial,364,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000168.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000168.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000168.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1223,180,7.500,aerial,354,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000180.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000180.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000180.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1224,192,8.000,aerial,366,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000192.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000192.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000192.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1225,204,8.500,aerial,362,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000204.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000204.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000204.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1226,216,9.000,aerial,357,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000216.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000216.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000216.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1227,228,9.500,aerial,363,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000228.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000228.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000228.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1228,240,10.000,aerial,362,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000240.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000240.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000240.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1229,252,10.500,aerial,363,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000252.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000252.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000252.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1230,264,11.000,aerial,371,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000264.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000264.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000264.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1231,276,11.500,aerial,373,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000276.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000276.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000276.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1232,288,12.000,aerial,359,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000288.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000288.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000288.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1233,300,12.500,aerial,367,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000300.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000300.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000300.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1234,312,13.000,aerial,358,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000312.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000312.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000312.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1235,324,13.500,aerial,371,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000324.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000324.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000324.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1236,336,14.000,aerial,357,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000336.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000336.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000336.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1237,348,14.500,aerial,367,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000348.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000348.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000348.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1238,360,15.000,aerial,361,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000360.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000360.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000360.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1239,372,15.500,aerial,362,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000372.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000372.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000372.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1240,384,16.000,aerial,356,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000384.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000384.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000384.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1241,396,16.500,aerial,362,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000396.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000396.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000396.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1242,408,17.000,aerial,361,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000408.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000408.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000408.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1243,420,17.500,aerial,362,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000420.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000420.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000420.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1244,432,18.000,aerial,366,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000432.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000432.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000432.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1245,444,18.500,aerial,368,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000444.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000444.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000444.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1246,456,19.000,aerial,364,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000456.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000456.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000456.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1247,468,19.500,aerial,354,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000468.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000468.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000468.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1248,480,20.000,aerial,360,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000480.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000480.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000480.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1249,492,20.500,aerial,359,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000492.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000492.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000492.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1250,504,21.000,aerial,349,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000504.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000504.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000504.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1251,516,21.500,aerial,356,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000516.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000516.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000516.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1252,528,22.000,aerial,356,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000528.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000528.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000528.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1253,540,22.500,aerial,361,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000540.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000540.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000540.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1254,552,23.000,aerial,364,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000552.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000552.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000552.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1255,564,23.500,aerial,364,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000564.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000564.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000564.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1256,576,24.000,aerial,358,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000576.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000576.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000576.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1257,588,24.500,aerial,367,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000588.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000588.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000588.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1258,600,25.000,aerial,360,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000600.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000600.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000600.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1259,612,25.500,aerial,357,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000612.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000612.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000612.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1260,624,26.000,aerial,357,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000624.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000624.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000624.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1261,636,26.500,aerial,364,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000636.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000636.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000636.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1262,648,27.000,aerial,360,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000648.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000648.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000648.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1263,660,27.500,aerial,363,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000660.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000660.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000660.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1264,672,28.000,aerial,361,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000672.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000672.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000672.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1265,684,28.500,aerial,360,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000684.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000684.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000684.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1266,696,29.000,aerial,366,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000696.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000696.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000696.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1267,708,29.500,aerial,361,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000708.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000708.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000708.jpg
stream_gbassinexch1.stream_2023-02-16_16-34-07,development,1268,720,30.000,aerial,365,stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000720.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000720.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000720.jpg
