sequence_id,split,image_id,frame_index,timestamp_s,camera_view,annotations,remote_path,download_url,local_path
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,14,195,6.500,aerial,443,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000195.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000195.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000195.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,15,210,7.000,aerial,456,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000210.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000210.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000210.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,16,225,7.500,aerial,445,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000225.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000225.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000225.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,17,240,8.000,aerial,438,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000240.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000240.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000240.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,18,255,8.500,aerial,443,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000255.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000255.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000255.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,19,270,9.000,aerial,444,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000270.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000270.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000270.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,20,285,9.500,aerial,440,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000285.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000285.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000285.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,21,300,10.000,aerial,442,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000300.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000300.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000300.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,22,315,10.500,aerial,437,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000315.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000315.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000315.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,23,330,11.000,aerial,439,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000330.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000330.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000330.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,24,345,11.500,aerial,444,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000345.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000345.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000345.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,25,360,12.000,aerial,453,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000360.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000360.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000360.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,26,375,12.500,aerial,448,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000375.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000375.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000375.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,27,390,13.000,aerial,429,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000390.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000390.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000390.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,28,405,13.500,aerial,437,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000405.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000405.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000405.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,29,420,14.000,aerial,440,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000420.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000420.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000420.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,30,435,14.500,aerial,437,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000435.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000435.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000435.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,31,450,15.000,aerial,436,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000450.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000450.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000450.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,32,465,15.500,aerial,436,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000465.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000465.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000465.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,33,480,16.000,aerial,430,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000480.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000480.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000480.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,34,495,16.500,aerial,432,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000495.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000495.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000495.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,35,510,17.000,aerial,423,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000510.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000510.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000510.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,36,525,17.500,aerial,436,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000525.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000525.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000525.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,37,540,18.000,aerial,424,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000540.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000540.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000540.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,38,555,18.500,aerial,426,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000555.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000555.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000555.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,39,570,19.000,aerial,428,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000570.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000570.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000570.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,40,585,19.500,aerial,426,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000585.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000585.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000585.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,41,600,20.000,aerial,422,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000600.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000600.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000600.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,42,615,20.500,aerial,421,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000615.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000615.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000615.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,43,630,21.000,aerial,436,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000630.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000630.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000630.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,44,645,21.500,aerial,424,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000645.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000645.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000645.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,45,660,22.000,aerial,425,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000660.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000660.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000660.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,46,675,22.500,aerial,432,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000675.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000675.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000675.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,47,690,23.000,aerial,440,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000690.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000690.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000690.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,48,705,23.500,aerial,443,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000705.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000705.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000705.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,49,720,24.000,aerial,432,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000720.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000720.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000720.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,50,735,24.500,aerial,445,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000735.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000735.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000735.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,51,750,25.000,aerial,446,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000750.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000750.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000750.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,52,765,25.500,aerial,441,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000765.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000765.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000765.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,53,780,26.000,aerial,444,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000780.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000780.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000780.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,54,795,26.500,aerial,432,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000795.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000795.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000795.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,55,810,27.000,aerial,439,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000810.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000810.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000810.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,56,825,27.500,aerial,439,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000825.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000825.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000825.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,57,840,28.000,aerial,443,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000840.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000840.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000840.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,58,855,28.500,aerial,439,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000855.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000855.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000855.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,59,870,29.000,aerial,451,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000870.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000870.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000870.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,60,885,29.500,aerial,444,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000885.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000885.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000885.jpg
stream_gbassinexch1.stream_2023-02-16_13-30-33,development,61,900,30.000,aerial,437,stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000900.jpg,https://huggingface.co/datasets/shivam11/grand-bassin-traffic/resolve/main/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000900.jpg?download=true,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000900.jpg
