sample_id,role,source,weather,date,timestamp,group_id,local_path,xml_path,archive_image_member,archive_xml_member,image_bytes,image_sha256,xml_bytes,xml_sha256,width,height,known_slots,occupied,vacant,unknown
pklot_stage_k_015,stage_k_candidate_no_predictions,pucpr,sunny,2012-10-15,2012-10-15T13_11_00Z,pucpr/2012-10-15,images/pucpr/2012-10-15/2012-10-15_13_11_00.jpg,xml/pucpr/2012-10-15/2012-10-15_13_11_00.xml,PKLot/parking2/sunny/2012-10-15/2012-10-15_13_11_00.jpg,PKLot/parking2/sunny/2012-10-15/2012-10-15_13_11_00.xml,323721,97b7823b0979f70320d031dacb3c020b8b91b45d08ce4196bea9de0bf95e093f,33530,4a2c23874672b81a60b8d2dd034746c836b14880049aed5c2e0a6a549bbff3c5,1280,720,100,3,97,0
pklot_stage_k_016,stage_k_candidate_no_predictions,pucpr,sunny,2012-10-15,2012-10-15T13_21_00Z,pucpr/2012-10-15,images/pucpr/2012-10-15/2012-10-15_13_21_00.jpg,xml/pucpr/2012-10-15/2012-10-15_13_21_00.xml,PKLot/parking2/sunny/2012-10-15/2012-10-15_13_21_00.jpg,PKLot/parking2/sunny/2012-10-15/2012-10-15_13_21_00.xml,322800,e3dd3649dde6ce641d6b32a8cabcfd211cfbddee717a741480314cc6cc95e6a2,33530,29782896838d72b7bbb4afd898bb30c8cd21a2e802d73e6854cf4423b704e828,1280,720,100,4,96,0
pklot_stage_k_017,stage_k_candidate_no_predictions,pucpr,sunny,2012-10-15,2012-10-15T13_36_00Z,pucpr/2012-10-15,images/pucpr/2012-10-15/2012-10-15_13_36_00.jpg,xml/pucpr/2012-10-15/2012-10-15_13_36_00.xml,PKLot/parking2/sunny/2012-10-15/2012-10-15_13_36_00.jpg,PKLot/parking2/sunny/2012-10-15/2012-10-15_13_36_00.xml,321199,07e31cfa67e1cc9778be8cdae294f073f5044c1f9a44b7377ea6a142840564a1,33530,29782896838d72b7bbb4afd898bb30c8cd21a2e802d73e6854cf4423b704e828,1280,720,100,4,96,0
pklot_stage_k_018,stage_k_candidate_no_predictions,pucpr,sunny,2012-10-15,2012-10-15T14_11_02Z,pucpr/2012-10-15,images/pucpr/2012-10-15/2012-10-15_14_11_02.jpg,xml/pucpr/2012-10-15/2012-10-15_14_11_02.xml,PKLot/parking2/sunny/2012-10-15/2012-10-15_14_11_02.jpg,PKLot/parking2/sunny/2012-10-15/2012-10-15_14_11_02.xml,315330,f4f276391ba3ed4fbe0157ebfdc4329d0559f3c559d2e2a7c248077820bbb7b4,33530,4a2c23874672b81a60b8d2dd034746c836b14880049aed5c2e0a6a549bbff3c5,1280,720,100,3,97,0
pklot_stage_k_019,stage_k_candidate_no_predictions,pucpr,sunny,2012-10-15,2012-10-15T14_26_02Z,pucpr/2012-10-15,images/pucpr/2012-10-15/2012-10-15_14_26_02.jpg,xml/pucpr/2012-10-15/2012-10-15_14_26_02.xml,PKLot/parking2/sunny/2012-10-15/2012-10-15_14_26_02.jpg,PKLot/parking2/sunny/2012-10-15/2012-10-15_14_26_02.xml,289716,a8c10b164fdc7b3d8322995bec381ab4853ce9d05f0f2d64ba9269a5e4f4152c,33530,4a2c23874672b81a60b8d2dd034746c836b14880049aed5c2e0a6a549bbff3c5,1280,720,100,3,97,0
pklot_stage_k_020,stage_k_candidate_no_predictions,pucpr,sunny,2012-10-15,2012-10-15T14_46_03Z,pucpr/2012-10-15,images/pucpr/2012-10-15/2012-10-15_14_46_03.jpg,xml/pucpr/2012-10-15/2012-10-15_14_46_03.xml,PKLot/parking2/sunny/2012-10-15/2012-10-15_14_46_03.jpg,PKLot/parking2/sunny/2012-10-15/2012-10-15_14_46_03.xml,265089,cc590b8ed0f150882d1829452b71f4cc73fd56d9fa004eeffbc4f5d6e0e40e84,33530,4a2c23874672b81a60b8d2dd034746c836b14880049aed5c2e0a6a549bbff3c5,1280,720,100,3,97,0
pklot_stage_k_021,stage_k_candidate_no_predictions,pucpr,sunny,2012-10-15,2012-10-15T15_06_04Z,pucpr/2012-10-15,images/pucpr/2012-10-15/2012-10-15_15_06_04.jpg,xml/pucpr/2012-10-15/2012-10-15_15_06_04.xml,PKLot/parking2/sunny/2012-10-15/2012-10-15_15_06_04.jpg,PKLot/parking2/sunny/2012-10-15/2012-10-15_15_06_04.xml,246458,6df0cc4412dcc6950c1dbfd3d2a9555d63da9e0fe26d57e1bfa47e3bf91c3d12,33530,793ff3a32185f2508376c828ac40918c2b7935eab92e4f823f440fe2cc856606,1280,720,100,4,96,0
pklot_stage_k_022,stage_k_candidate_no_predictions,pucpr,sunny,2012-10-15,2012-10-15T15_26_05Z,pucpr/2012-10-15,images/pucpr/2012-10-15/2012-10-15_15_26_05.jpg,xml/pucpr/2012-10-15/2012-10-15_15_26_05.xml,PKLot/parking2/sunny/2012-10-15/2012-10-15_15_26_05.jpg,PKLot/parking2/sunny/2012-10-15/2012-10-15_15_26_05.xml,240261,1035ab0ec48bc3665c0567dd05784c2ed45a0d921b24292bb1b0d8a399ee1608,33530,793ff3a32185f2508376c828ac40918c2b7935eab92e4f823f440fe2cc856606,1280,720,100,4,96,0
pklot_stage_k_023,stage_k_candidate_no_predictions,pucpr,sunny,2012-10-15,2012-10-15T15_41_05Z,pucpr/2012-10-15,images/pucpr/2012-10-15/2012-10-15_15_41_05.jpg,xml/pucpr/2012-10-15/2012-10-15_15_41_05.xml,PKLot/parking2/sunny/2012-10-15/2012-10-15_15_41_05.jpg,PKLot/parking2/sunny/2012-10-15/2012-10-15_15_41_05.xml,253007,f86836e868e046a8d7198d125e57961c48e7646810526526e9c7fa549b6b4db6,33530,793ff3a32185f2508376c828ac40918c2b7935eab92e4f823f440fe2cc856606,1280,720,100,4,96,0
pklot_stage_k_024,stage_k_candidate_no_predictions,pucpr,sunny,2012-10-15,2012-10-15T15_51_05Z,pucpr/2012-10-15,images/pucpr/2012-10-15/2012-10-15_15_51_05.jpg,xml/pucpr/2012-10-15/2012-10-15_15_51_05.xml,PKLot/parking2/sunny/2012-10-15/2012-10-15_15_51_05.jpg,PKLot/parking2/sunny/2012-10-15/2012-10-15_15_51_05.xml,255629,c882ce1f9950aa20d7f1901c3f813c29954cbfe6cebaf90314bbfea6de84533c,33530,793ff3a32185f2508376c828ac40918c2b7935eab92e4f823f440fe2cc856606,1280,720,100,4,96,0
pklot_stage_k_025,stage_k_candidate_no_predictions,pucpr,sunny,2012-10-15,2012-10-15T16_26_07Z,pucpr/2012-10-15,images/pucpr/2012-10-15/2012-10-15_16_26_07.jpg,xml/pucpr/2012-10-15/2012-10-15_16_26_07.xml,PKLot/parking2/sunny/2012-10-15/2012-10-15_16_26_07.jpg,PKLot/parking2/sunny/2012-10-15/2012-10-15_16_26_07.xml,277444,ca37b6421c3497e20a4e6c405f3a383438a3153d74509ba9152ffd385c839bbf,33530,793ff3a32185f2508376c828ac40918c2b7935eab92e4f823f440fe2cc856606,1280,720,100,4,96,0
pklot_stage_k_026,stage_k_candidate_no_predictions,pucpr,sunny,2012-10-15,2012-10-15T16_41_07Z,pucpr/2012-10-15,images/pucpr/2012-10-15/2012-10-15_16_41_07.jpg,xml/pucpr/2012-10-15/2012-10-15_16_41_07.xml,PKLot/parking2/sunny/2012-10-15/2012-10-15_16_41_07.jpg,PKLot/parking2/sunny/2012-10-15/2012-10-15_16_41_07.xml,290632,ab3e53683210c2695f9c4b0f1e0129b565c6e87f3243ddd9865eb5c2b43a6d9c,33530,793ff3a32185f2508376c828ac40918c2b7935eab92e4f823f440fe2cc856606,1280,720,100,4,96,0
pklot_stage_k_027,stage_k_candidate_no_predictions,pucpr,sunny,2012-10-15,2012-10-15T17_11_09Z,pucpr/2012-10-15,images/pucpr/2012-10-15/2012-10-15_17_11_09.jpg,xml/pucpr/2012-10-15/2012-10-15_17_11_09.xml,PKLot/parking2/sunny/2012-10-15/2012-10-15_17_11_09.jpg,PKLot/parking2/sunny/2012-10-15/2012-10-15_17_11_09.xml,314023,747b161df4be80cddd930bd2e0ca45a23d252a624084379c19a50d74ac7026b3,33530,73a51ff47334d162ac6f5e086c9d23f1fad7c334e6b00d619f73490963aa9907,1280,720,100,4,96,0
pklot_stage_k_028,stage_k_candidate_no_predictions,pucpr,sunny,2012-10-15,2012-10-15T17_21_09Z,pucpr/2012-10-15,images/pucpr/2012-10-15/2012-10-15_17_21_09.jpg,xml/pucpr/2012-10-15/2012-10-15_17_21_09.xml,PKLot/parking2/sunny/2012-10-15/2012-10-15_17_21_09.jpg,PKLot/parking2/sunny/2012-10-15/2012-10-15_17_21_09.xml,307752,5a54a9d63cd98312409ce90ec6fc61a7f1872123a145281c10477f914d2a039c,33530,73a51ff47334d162ac6f5e086c9d23f1fad7c334e6b00d619f73490963aa9907,1280,720,100,4,96,0
pklot_stage_k_029,stage_k_candidate_no_predictions,pucpr,sunny,2012-10-15,2012-10-15T17_36_09Z,pucpr/2012-10-15,images/pucpr/2012-10-15/2012-10-15_17_36_09.jpg,xml/pucpr/2012-10-15/2012-10-15_17_36_09.xml,PKLot/parking2/sunny/2012-10-15/2012-10-15_17_36_09.jpg,PKLot/parking2/sunny/2012-10-15/2012-10-15_17_36_09.xml,308019,503d91dccbb522cbf55ca8346b48f7c0e1a2ea8873296fd1ead954ba54900bfc,33530,73a51ff47334d162ac6f5e086c9d23f1fad7c334e6b00d619f73490963aa9907,1280,720,100,4,96,0
pklot_stage_k_030,stage_k_candidate_no_predictions,pucpr,sunny,2012-10-15,2012-10-15T17_56_10Z,pucpr/2012-10-15,images/pucpr/2012-10-15/2012-10-15_17_56_10.jpg,xml/pucpr/2012-10-15/2012-10-15_17_56_10.xml,PKLot/parking2/sunny/2012-10-15/2012-10-15_17_56_10.jpg,PKLot/parking2/sunny/2012-10-15/2012-10-15_17_56_10.xml,288507,0351787cc6238ed4d2028cf15b73781455e2e90c1fdb09cc2d329d0b14fb0ed2,33530,f2008a8715332db5f0cad70eb1fb332dca87e7a5a8d3985137e0f2e8338f562e,1280,720,100,2,98,0
pklot_stage_k_031,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-19,2013-01-19T08_00_03Z,ufpr04/2013-01-19,images/ufpr04/2013-01-19/2013-01-19_08_00_03.jpg,xml/ufpr04/2013-01-19/2013-01-19_08_00_03.xml,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_08_00_03.jpg,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_08_00_03.xml,309076,a34557fadc002591c1c9afab75bb2fd914248a1581dd056db8cc6fc4b6e58190,9434,132803bcd1b58256420ed6efd95d7c5477c2435426d90f2e8530b32844dcd206,1280,720,28,0,28,0
pklot_stage_k_032,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-19,2013-01-19T08_10_03Z,ufpr04/2013-01-19,images/ufpr04/2013-01-19/2013-01-19_08_10_03.jpg,xml/ufpr04/2013-01-19/2013-01-19_08_10_03.xml,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_08_10_03.jpg,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_08_10_03.xml,294799,5959a58d311fd56ed0fee856f82363c88688f6e1f6fef9a6b74279a5151f7428,9434,132803bcd1b58256420ed6efd95d7c5477c2435426d90f2e8530b32844dcd206,1280,720,28,0,28,0
pklot_stage_k_033,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-19,2013-01-19T08_25_03Z,ufpr04/2013-01-19,images/ufpr04/2013-01-19/2013-01-19_08_25_03.jpg,xml/ufpr04/2013-01-19/2013-01-19_08_25_03.xml,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_08_25_03.jpg,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_08_25_03.xml,287296,e55e66c602fe7106d6e99cdaa2dd6174803b2f13803ec027cf7ee987d281c3cc,9434,132803bcd1b58256420ed6efd95d7c5477c2435426d90f2e8530b32844dcd206,1280,720,28,0,28,0
pklot_stage_k_034,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-19,2013-01-19T08_45_04Z,ufpr04/2013-01-19,images/ufpr04/2013-01-19/2013-01-19_08_45_04.jpg,xml/ufpr04/2013-01-19/2013-01-19_08_45_04.xml,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_08_45_04.jpg,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_08_45_04.xml,355258,6ae9454780372277f3a019239ca048b159f32aa649424a5e0ccf5503c4d794a5,9434,132803bcd1b58256420ed6efd95d7c5477c2435426d90f2e8530b32844dcd206,1280,720,28,0,28,0
pklot_stage_k_035,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-19,2013-01-19T08_55_04Z,ufpr04/2013-01-19,images/ufpr04/2013-01-19/2013-01-19_08_55_04.jpg,xml/ufpr04/2013-01-19/2013-01-19_08_55_04.xml,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_08_55_04.jpg,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_08_55_04.xml,352391,ae2920eb3f926dec2b4012517946ba392079193d73a3aeffd5f19207dd2afcb3,9434,132803bcd1b58256420ed6efd95d7c5477c2435426d90f2e8530b32844dcd206,1280,720,28,0,28,0
pklot_stage_k_036,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-19,2013-01-19T10_20_05Z,ufpr04/2013-01-19,images/ufpr04/2013-01-19/2013-01-19_10_20_05.jpg,xml/ufpr04/2013-01-19/2013-01-19_10_20_05.xml,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_10_20_05.jpg,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_10_20_05.xml,291770,e0fc045b816cd678eb14cf6a409be2290803f7cd555b542b2fe3311132ad62f0,9434,132803bcd1b58256420ed6efd95d7c5477c2435426d90f2e8530b32844dcd206,1280,720,28,0,28,0
pklot_stage_k_037,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-19,2013-01-19T10_30_05Z,ufpr04/2013-01-19,images/ufpr04/2013-01-19/2013-01-19_10_30_05.jpg,xml/ufpr04/2013-01-19/2013-01-19_10_30_05.xml,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_10_30_05.jpg,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_10_30_05.xml,292767,519626bd64580e5482c21a7614f8dc0948a34b775f22cf10b58ac0941a4f0ad7,9434,132803bcd1b58256420ed6efd95d7c5477c2435426d90f2e8530b32844dcd206,1280,720,28,0,28,0
pklot_stage_k_038,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-19,2013-01-19T11_25_07Z,ufpr04/2013-01-19,images/ufpr04/2013-01-19/2013-01-19_11_25_07.jpg,xml/ufpr04/2013-01-19/2013-01-19_11_25_07.xml,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_11_25_07.jpg,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_11_25_07.xml,290636,36851419db5787a8ca4834cd7d18bedc5191011af3e5c36ddb5e8f132f1d3186,9434,132803bcd1b58256420ed6efd95d7c5477c2435426d90f2e8530b32844dcd206,1280,720,28,0,28,0
pklot_stage_k_039,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-19,2013-01-19T11_35_07Z,ufpr04/2013-01-19,images/ufpr04/2013-01-19/2013-01-19_11_35_07.jpg,xml/ufpr04/2013-01-19/2013-01-19_11_35_07.xml,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_11_35_07.jpg,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_11_35_07.xml,305162,58b949442c0a8e02c6d023c5de77b12f45d6f70b6be0414c0aa2ab98706227d7,9434,132803bcd1b58256420ed6efd95d7c5477c2435426d90f2e8530b32844dcd206,1280,720,28,0,28,0
pklot_stage_k_040,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-19,2013-01-19T12_00_07Z,ufpr04/2013-01-19,images/ufpr04/2013-01-19/2013-01-19_12_00_07.jpg,xml/ufpr04/2013-01-19/2013-01-19_12_00_07.xml,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_12_00_07.jpg,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_12_00_07.xml,288438,82d1bd977e95f7af63ba40b630d8d250935228847f79f4f69eb6d1d1e16722bf,9434,132803bcd1b58256420ed6efd95d7c5477c2435426d90f2e8530b32844dcd206,1280,720,28,0,28,0
pklot_stage_k_041,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-19,2013-01-19T12_50_08Z,ufpr04/2013-01-19,images/ufpr04/2013-01-19/2013-01-19_12_50_08.jpg,xml/ufpr04/2013-01-19/2013-01-19_12_50_08.xml,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_12_50_08.jpg,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_12_50_08.xml,296014,5c46c550db66dc7b2cb8d7ad679c9307cdf9ae99820cd8c5450f5b232af5a353,9434,132803bcd1b58256420ed6efd95d7c5477c2435426d90f2e8530b32844dcd206,1280,720,28,0,28,0
pklot_stage_k_042,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-19,2013-01-19T13_10_09Z,ufpr04/2013-01-19,images/ufpr04/2013-01-19/2013-01-19_13_10_09.jpg,xml/ufpr04/2013-01-19/2013-01-19_13_10_09.xml,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_13_10_09.jpg,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_13_10_09.xml,284879,850a39c573301785419c0fa6d76930bb88ba46e2cc25a7471361499ab3d5731b,9434,132803bcd1b58256420ed6efd95d7c5477c2435426d90f2e8530b32844dcd206,1280,720,28,0,28,0
pklot_stage_k_043,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-19,2013-01-19T13_30_09Z,ufpr04/2013-01-19,images/ufpr04/2013-01-19/2013-01-19_13_30_09.jpg,xml/ufpr04/2013-01-19/2013-01-19_13_30_09.xml,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_13_30_09.jpg,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_13_30_09.xml,282135,4f4324a3048ca7859768449eef2095bf414a246990d1b8b0853785c9c4f2ea14,9434,132803bcd1b58256420ed6efd95d7c5477c2435426d90f2e8530b32844dcd206,1280,720,28,0,28,0
pklot_stage_k_044,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-19,2013-01-19T14_10_10Z,ufpr04/2013-01-19,images/ufpr04/2013-01-19/2013-01-19_14_10_10.jpg,xml/ufpr04/2013-01-19/2013-01-19_14_10_10.xml,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_14_10_10.jpg,PKLot/parking1a/cloudy/2013-01-19/2013-01-19_14_10_10.xml,279067,3ad989b12ebbd1a9c9e7689dbcf9b41db266e6b9473a6bd4147ee4fa0c3ef3ba,9434,132803bcd1b58256420ed6efd95d7c5477c2435426d90f2e8530b32844dcd206,1280,720,28,0,28,0
