sample_id,role,source,weather,date,timestamp,group_id,local_path,xml_path,archive_image_member,archive_xml_member,image_bytes,image_sha256,xml_bytes,xml_sha256,width,height,known_slots,occupied,vacant,unknown
pklot_stage_k_011,stage_k_candidate_no_predictions,pucpr,sunny,2012-09-15,2012-09-15T09_17_07Z,pucpr/2012-09-15,images/pucpr/2012-09-15/2012-09-15_09_17_07.jpg,xml/pucpr/2012-09-15/2012-09-15_09_17_07.xml,PKLot/parking2/sunny/2012-09-15/2012-09-15_09_17_07.jpg,PKLot/parking2/sunny/2012-09-15/2012-09-15_09_17_07.xml,351083,8fee5229ca22e7fb24582d0b9ec6795c5618640d5d736237ae8c1dfe9611b757,33530,d752aab5445ab5a26d5333c2536e94743055134c68bac5efa7416353d60a50dd,1280,720,100,53,47,0
pklot_stage_k_012,stage_k_candidate_no_predictions,pucpr,sunny,2012-09-15,2012-09-15T09_42_08Z,pucpr/2012-09-15,images/pucpr/2012-09-15/2012-09-15_09_42_08.jpg,xml/pucpr/2012-09-15/2012-09-15_09_42_08.xml,PKLot/parking2/sunny/2012-09-15/2012-09-15_09_42_08.jpg,PKLot/parking2/sunny/2012-09-15/2012-09-15_09_42_08.xml,404499,e7e75b0ab91ed69c626213cd34c27823b0fa82a2f27ecca49fb42484dd729fe7,33530,7af7e4fc803bbbdc1a8a1f20abf3a6e977474567bcac57df09f8e449cf1f6ccb,1280,720,100,82,18,0
pklot_stage_k_013,stage_k_candidate_no_predictions,pucpr,sunny,2012-09-15,2012-09-15T09_52_08Z,pucpr/2012-09-15,images/pucpr/2012-09-15/2012-09-15_09_52_08.jpg,xml/pucpr/2012-09-15/2012-09-15_09_52_08.xml,PKLot/parking2/sunny/2012-09-15/2012-09-15_09_52_08.jpg,PKLot/parking2/sunny/2012-09-15/2012-09-15_09_52_08.xml,409828,57d3dc551abf923d4dd85a4f1af4f27cbd6f4e3916fef79bd1ce929184c03ef6,33530,af4c7adc490208a6b00cfccafdaa35a0430a11d7e2ad37506a7ffd637dd620ed,1280,720,100,83,17,0
pklot_stage_k_014,stage_k_candidate_no_predictions,pucpr,sunny,2012-09-15,2012-09-15T10_12_09Z,pucpr/2012-09-15,images/pucpr/2012-09-15/2012-09-15_10_12_09.jpg,xml/pucpr/2012-09-15/2012-09-15_10_12_09.xml,PKLot/parking2/sunny/2012-09-15/2012-09-15_10_12_09.jpg,PKLot/parking2/sunny/2012-09-15/2012-09-15_10_12_09.xml,413795,9fbf0603e80d5ac0f17e92090e6a95c2610c0843a4f04ee221aab7a4cffdbf13,33530,fc759a27df56bfe76eae4ff74c962f38f1dea5265bd7acb2b608c9b4accf7293,1280,720,100,84,16,0
pklot_stage_k_015,stage_k_candidate_no_predictions,pucpr,sunny,2012-09-15,2012-09-15T10_22_10Z,pucpr/2012-09-15,images/pucpr/2012-09-15/2012-09-15_10_22_10.jpg,xml/pucpr/2012-09-15/2012-09-15_10_22_10.xml,PKLot/parking2/sunny/2012-09-15/2012-09-15_10_22_10.jpg,PKLot/parking2/sunny/2012-09-15/2012-09-15_10_22_10.xml,417641,d63a4607e70fc4069cd8e3fc5c63c03d6ea8610cb91b7730ea84df7f1fda423e,33530,6515f63d9560934026fa318f67834784f894e60f8a30038b6eaf6e93f8c9f98d,1280,720,100,88,12,0
pklot_stage_k_016,stage_k_candidate_no_predictions,pucpr,sunny,2012-09-15,2012-09-15T10_42_10Z,pucpr/2012-09-15,images/pucpr/2012-09-15/2012-09-15_10_42_10.jpg,xml/pucpr/2012-09-15/2012-09-15_10_42_10.xml,PKLot/parking2/sunny/2012-09-15/2012-09-15_10_42_10.jpg,PKLot/parking2/sunny/2012-09-15/2012-09-15_10_42_10.xml,411943,c826f23addd682ad0b84a6c1eb32480eb41702fc267b920fe099c8bb18655fd7,33530,c4da6ac863556d538770a166823f012b7d39f1d7d98031a7f74ffd260da66bc2,1280,720,100,87,13,0
pklot_stage_k_017,stage_k_candidate_no_predictions,pucpr,sunny,2012-09-15,2012-09-15T11_07_11Z,pucpr/2012-09-15,images/pucpr/2012-09-15/2012-09-15_11_07_11.jpg,xml/pucpr/2012-09-15/2012-09-15_11_07_11.xml,PKLot/parking2/sunny/2012-09-15/2012-09-15_11_07_11.jpg,PKLot/parking2/sunny/2012-09-15/2012-09-15_11_07_11.xml,406471,6f83dd2b11183ec67f75c9140c27c4e8c599e5cd65582011297619355c0fafd4,33530,33adba029ad2e05d4af36fda249f88ff5b7d8269a40b1f10895ed7114894463d,1280,720,100,86,14,0
pklot_stage_k_018,stage_k_candidate_no_predictions,pucpr,sunny,2012-09-15,2012-09-15T11_22_12Z,pucpr/2012-09-15,images/pucpr/2012-09-15/2012-09-15_11_22_12.jpg,xml/pucpr/2012-09-15/2012-09-15_11_22_12.xml,PKLot/parking2/sunny/2012-09-15/2012-09-15_11_22_12.jpg,PKLot/parking2/sunny/2012-09-15/2012-09-15_11_22_12.xml,391958,4f2ae941db68f5875b7097a89afd12d41f0a5eacebab436edaa0c41a231c8711,33530,2cdb9809930198f2a188103cdf554c0b4235d6dc54e2444a6ead9b08a7dd2d8a,1280,720,100,78,22,0
pklot_stage_k_019,stage_k_candidate_no_predictions,pucpr,sunny,2012-09-15,2012-09-15T12_02_14Z,pucpr/2012-09-15,images/pucpr/2012-09-15/2012-09-15_12_02_14.jpg,xml/pucpr/2012-09-15/2012-09-15_12_02_14.xml,PKLot/parking2/sunny/2012-09-15/2012-09-15_12_02_14.jpg,PKLot/parking2/sunny/2012-09-15/2012-09-15_12_02_14.xml,351951,a8acb8d2c5f77d19625167b0e75874f07077345d0f3661858a3fc710297fbfbe,33530,501b9982f0b010f902cdc075e0aca58a7ff7bae313e1c3fe088f2a163a5d43e6,1280,720,100,58,42,0
pklot_stage_k_020,stage_k_candidate_no_predictions,pucpr,sunny,2012-09-15,2012-09-15T12_17_14Z,pucpr/2012-09-15,images/pucpr/2012-09-15/2012-09-15_12_17_14.jpg,xml/pucpr/2012-09-15/2012-09-15_12_17_14.xml,PKLot/parking2/sunny/2012-09-15/2012-09-15_12_17_14.jpg,PKLot/parking2/sunny/2012-09-15/2012-09-15_12_17_14.xml,328230,60e41a2a1be169c24ee9ea8c21df777150a9b72a8e4f32710e5e816fa574d693,33530,0344788aef1a226e7726d54dad52c7e4cd64d6bb8769d61a76cfc0dd4d7290b8,1280,720,100,46,54,0
pklot_stage_k_021,stage_k_candidate_no_predictions,pucpr,sunny,2012-09-15,2012-09-15T12_42_15Z,pucpr/2012-09-15,images/pucpr/2012-09-15/2012-09-15_12_42_15.jpg,xml/pucpr/2012-09-15/2012-09-15_12_42_15.xml,PKLot/parking2/sunny/2012-09-15/2012-09-15_12_42_15.jpg,PKLot/parking2/sunny/2012-09-15/2012-09-15_12_42_15.xml,329110,2db4de63b17fe1629f6fd24a606d68c670efda66b71679f4fc8589be8adb3224,33530,a9e82d19e82e43b687e6424750c634d7b258400b03d061d3d1ffbee7614626ae,1280,720,100,37,63,0
pklot_stage_k_022,stage_k_candidate_no_predictions,pucpr,sunny,2012-09-15,2012-09-15T13_07_16Z,pucpr/2012-09-15,images/pucpr/2012-09-15/2012-09-15_13_07_16.jpg,xml/pucpr/2012-09-15/2012-09-15_13_07_16.xml,PKLot/parking2/sunny/2012-09-15/2012-09-15_13_07_16.jpg,PKLot/parking2/sunny/2012-09-15/2012-09-15_13_07_16.xml,310393,5915313003b612f706d9f61f4726325a8867765c6414af7c9b9227010eb76de9,33530,f9bc3bcf3108575eef2f8fa708a4bed7154d470fb3a0cb5ad907df2ebe3a2777,1280,720,100,31,69,0
pklot_stage_k_023,stage_k_candidate_no_predictions,pucpr,sunny,2012-09-15,2012-09-15T14_07_19Z,pucpr/2012-09-15,images/pucpr/2012-09-15/2012-09-15_14_07_19.jpg,xml/pucpr/2012-09-15/2012-09-15_14_07_19.xml,PKLot/parking2/sunny/2012-09-15/2012-09-15_14_07_19.jpg,PKLot/parking2/sunny/2012-09-15/2012-09-15_14_07_19.xml,325567,b3b91fff7950e3f2c10bc31399846b6c3c410ffd533e7cc28f5de6157bebc3ca,33530,1a20d815f9ab6270961aa2b669d37803864fe6cfc54cdbba41592889149ed65f,1280,720,100,31,69,0
pklot_stage_k_024,stage_k_candidate_no_predictions,pucpr,sunny,2012-09-15,2012-09-15T15_02_21Z,pucpr/2012-09-15,images/pucpr/2012-09-15/2012-09-15_15_02_21.jpg,xml/pucpr/2012-09-15/2012-09-15_15_02_21.xml,PKLot/parking2/sunny/2012-09-15/2012-09-15_15_02_21.jpg,PKLot/parking2/sunny/2012-09-15/2012-09-15_15_02_21.xml,277720,bc44d4a4f8a49a92b79236a63c2cc08d96c60442290128cfc95e1f164a64989b,33530,8721c7946548618323f0030a3f5fc795be9d6d8091f6e3a92af0c722a3bb2997,1280,720,100,25,75,0
pklot_stage_k_025,stage_k_candidate_no_predictions,pucpr,sunny,2012-09-15,2012-09-15T15_17_22Z,pucpr/2012-09-15,images/pucpr/2012-09-15/2012-09-15_15_17_22.jpg,xml/pucpr/2012-09-15/2012-09-15_15_17_22.xml,PKLot/parking2/sunny/2012-09-15/2012-09-15_15_17_22.jpg,PKLot/parking2/sunny/2012-09-15/2012-09-15_15_17_22.xml,278495,9a782355677e331c49530a3d904ea8296c405333ad8a2813a19298e604b7e11f,33530,1b9c7b3962d915d6c9a642225113f5bd83e2c1eae6e5069bf7a46b7dd2f71767,1280,720,100,24,76,0
pklot_stage_k_026,stage_k_candidate_no_predictions,pucpr,sunny,2012-09-15,2012-09-15T16_02_24Z,pucpr/2012-09-15,images/pucpr/2012-09-15/2012-09-15_16_02_24.jpg,xml/pucpr/2012-09-15/2012-09-15_16_02_24.xml,PKLot/parking2/sunny/2012-09-15/2012-09-15_16_02_24.jpg,PKLot/parking2/sunny/2012-09-15/2012-09-15_16_02_24.xml,258539,0a120fe2a7163326d75b0e63b80be31b88239d6d8027b24ee0931bb8504ad4c7,33517,4adb7155ee935e25a8f22a2f81a2d3443000316380faf0b691dea52d788779b6,1280,720,99,20,79,1
pklot_stage_k_027,stage_k_candidate_no_predictions,pucpr,sunny,2012-09-15,2012-09-15T16_17_24Z,pucpr/2012-09-15,images/pucpr/2012-09-15/2012-09-15_16_17_24.jpg,xml/pucpr/2012-09-15/2012-09-15_16_17_24.xml,PKLot/parking2/sunny/2012-09-15/2012-09-15_16_17_24.jpg,PKLot/parking2/sunny/2012-09-15/2012-09-15_16_17_24.xml,257622,93a77bafc2e1096720556588a2e1a916ebd6cde1a6420553a84f3669e4544201,33530,cef709c50cc9a176cf92d36db57497c7e74337eef4d404ffa480ebd3ae8b8398,1280,720,100,18,82,0
pklot_stage_k_028,stage_k_candidate_no_predictions,pucpr,sunny,2012-09-15,2012-09-15T17_07_26Z,pucpr/2012-09-15,images/pucpr/2012-09-15/2012-09-15_17_07_26.jpg,xml/pucpr/2012-09-15/2012-09-15_17_07_26.xml,PKLot/parking2/sunny/2012-09-15/2012-09-15_17_07_26.jpg,PKLot/parking2/sunny/2012-09-15/2012-09-15_17_07_26.xml,241880,4284462830cbf9a03a39defd3d6b2dfdd67205a2b4da7ca4867a4be497971532,33530,a993fc4b35456d019a2fcc8bc59abdd65a21f12ddc6cae89a24131fa350654fe,1280,720,100,9,91,0
pklot_stage_k_029,stage_k_candidate_no_predictions,pucpr,sunny,2012-09-15,2012-09-15T17_32_27Z,pucpr/2012-09-15,images/pucpr/2012-09-15/2012-09-15_17_32_27.jpg,xml/pucpr/2012-09-15/2012-09-15_17_32_27.xml,PKLot/parking2/sunny/2012-09-15/2012-09-15_17_32_27.jpg,PKLot/parking2/sunny/2012-09-15/2012-09-15_17_32_27.xml,237495,efd0c1ec1bd04730a16c5fccaf2d2b54da6f7c5e36a55979179cab944c3c7c69,33530,ac06d1fe7ff8356449b5e3f468118d66d1dbcb1e8a3753efedd9c284806d4494,1280,720,100,4,96,0
pklot_stage_k_030,stage_k_candidate_no_predictions,pucpr,sunny,2012-09-15,2012-09-15T18_07_28Z,pucpr/2012-09-15,images/pucpr/2012-09-15/2012-09-15_18_07_28.jpg,xml/pucpr/2012-09-15/2012-09-15_18_07_28.xml,PKLot/parking2/sunny/2012-09-15/2012-09-15_18_07_28.jpg,PKLot/parking2/sunny/2012-09-15/2012-09-15_18_07_28.xml,236185,9ac3b7412c1e250843348b25d8ddbc69dc8ad6f95422330ed25498ff4b200b3a,33530,34924844302ba1b8265e70ceeb646beff81153c7e4575af3f05540e81eecb1df,1280,720,100,2,98,0
pklot_stage_k_031,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-16,2013-01-16T07_40_03Z,ufpr04/2013-01-16,images/ufpr04/2013-01-16/2013-01-16_07_40_03.jpg,xml/ufpr04/2013-01-16/2013-01-16_07_40_03.xml,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_07_40_03.jpg,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_07_40_03.xml,284713,3eeea46cd545cc04ecf9c57297821ac4c1d22a259804243d8d2a20c3d89611d3,9434,132803bcd1b58256420ed6efd95d7c5477c2435426d90f2e8530b32844dcd206,1280,720,28,0,28,0
pklot_stage_k_032,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-16,2013-01-16T07_50_03Z,ufpr04/2013-01-16,images/ufpr04/2013-01-16/2013-01-16_07_50_03.jpg,xml/ufpr04/2013-01-16/2013-01-16_07_50_03.xml,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_07_50_03.jpg,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_07_50_03.xml,288356,b3d8a76333933b15173c601af73dd793b99f1c17d43148cf1ab35ad3ecbf1f85,9434,132803bcd1b58256420ed6efd95d7c5477c2435426d90f2e8530b32844dcd206,1280,720,28,0,28,0
pklot_stage_k_033,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-16,2013-01-16T08_10_03Z,ufpr04/2013-01-16,images/ufpr04/2013-01-16/2013-01-16_08_10_03.jpg,xml/ufpr04/2013-01-16/2013-01-16_08_10_03.xml,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_08_10_03.jpg,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_08_10_03.xml,282016,053ce98ae220dc45c8c405e2614065b7f3194b7a27f302216279bd01ff6638c5,9434,132803bcd1b58256420ed6efd95d7c5477c2435426d90f2e8530b32844dcd206,1280,720,28,0,28,0
pklot_stage_k_034,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-16,2013-01-16T09_00_04Z,ufpr04/2013-01-16,images/ufpr04/2013-01-16/2013-01-16_09_00_04.jpg,xml/ufpr04/2013-01-16/2013-01-16_09_00_04.xml,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_09_00_04.jpg,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_09_00_04.xml,299870,4415362a96089f66db9c13370cbc04e096b1418cbc23b9a77051637576e3222f,9434,132803bcd1b58256420ed6efd95d7c5477c2435426d90f2e8530b32844dcd206,1280,720,28,0,28,0
pklot_stage_k_035,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-16,2013-01-16T09_25_05Z,ufpr04/2013-01-16,images/ufpr04/2013-01-16/2013-01-16_09_25_05.jpg,xml/ufpr04/2013-01-16/2013-01-16_09_25_05.xml,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_09_25_05.jpg,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_09_25_05.xml,283458,4b30f44aa34717cdd1e888a5875b978359f9742fac960c9f4ed6e80ebde850c0,9434,5e65db0fad673398d11aaf89849b5ca44088c8c5dfac70b6099bfad5c4abbffd,1280,720,28,4,24,0
pklot_stage_k_036,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-16,2013-01-16T09_35_05Z,ufpr04/2013-01-16,images/ufpr04/2013-01-16/2013-01-16_09_35_05.jpg,xml/ufpr04/2013-01-16/2013-01-16_09_35_05.xml,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_09_35_05.jpg,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_09_35_05.xml,287292,3a6bae0cd21049e93a1bc6261a2bc326379b91af14cafd5d3d6cf04509044408,9421,3ce885ec8cae2bb3c7d8706c723759804662009fea2c3fb6e6856bd9fe5734b8,1280,720,27,5,22,1
pklot_stage_k_037,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-16,2013-01-16T09_45_05Z,ufpr04/2013-01-16,images/ufpr04/2013-01-16/2013-01-16_09_45_05.jpg,xml/ufpr04/2013-01-16/2013-01-16_09_45_05.xml,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_09_45_05.jpg,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_09_45_05.xml,289163,4089e777cdf9f149fe94fe8594f45b19ec9701e88d4282e19114d87676dd803c,9434,9135d875662a7a6e06a7a920a11a7bb1411414e335be7198cf25f19fcbfac348,1280,720,28,5,23,0
pklot_stage_k_038,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-16,2013-01-16T09_55_05Z,ufpr04/2013-01-16,images/ufpr04/2013-01-16/2013-01-16_09_55_05.jpg,xml/ufpr04/2013-01-16/2013-01-16_09_55_05.xml,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_09_55_05.jpg,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_09_55_05.xml,285935,7a1d30193e0a51ae516dcbc51be2634e679c4b8b4d72c2dba1dad7a551f1ce56,9434,26b357d5cbe31a82d09688a3fc5c29d65bfa0691b66b9f3b940f5cf594ad3729,1280,720,28,6,22,0
pklot_stage_k_039,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-16,2013-01-16T10_35_06Z,ufpr04/2013-01-16,images/ufpr04/2013-01-16/2013-01-16_10_35_06.jpg,xml/ufpr04/2013-01-16/2013-01-16_10_35_06.xml,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_10_35_06.jpg,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_10_35_06.xml,294185,cc0d37925c1d254a1c1fbb74fc74c04941ff429dd84d3d96157b6d20d6daa673,9434,8da1b240b31652f4869605f67357f7866a51967bf6836d128bb2dd3fc2bcc5c7,1280,720,28,9,19,0
pklot_stage_k_040,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-16,2013-01-16T11_05_06Z,ufpr04/2013-01-16,images/ufpr04/2013-01-16/2013-01-16_11_05_06.jpg,xml/ufpr04/2013-01-16/2013-01-16_11_05_06.xml,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_11_05_06.jpg,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_11_05_06.xml,289354,d6b1b8cd30a4c3cbe390164c028fac7effb44dcd68bfb9c670c18aa229107bfc,9434,1c825232b9a961bcec94060858f85a7de30042bd274b52ba5305f8fc9fca54f0,1280,720,28,10,18,0
pklot_stage_k_041,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-16,2013-01-16T11_30_07Z,ufpr04/2013-01-16,images/ufpr04/2013-01-16/2013-01-16_11_30_07.jpg,xml/ufpr04/2013-01-16/2013-01-16_11_30_07.xml,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_11_30_07.jpg,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_11_30_07.xml,291997,2c1c5e6a59c02c453d6fb5add58251544896eeebb02dd13e849f93cc6d1ebff2,9434,1c825232b9a961bcec94060858f85a7de30042bd274b52ba5305f8fc9fca54f0,1280,720,28,10,18,0
pklot_stage_k_042,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-16,2013-01-16T11_40_07Z,ufpr04/2013-01-16,images/ufpr04/2013-01-16/2013-01-16_11_40_07.jpg,xml/ufpr04/2013-01-16/2013-01-16_11_40_07.xml,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_11_40_07.jpg,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_11_40_07.xml,290609,7269c29dd38ba9a06afeb49b622755b9acb881e08398191f925e23a57b386c6d,9434,1c825232b9a961bcec94060858f85a7de30042bd274b52ba5305f8fc9fca54f0,1280,720,28,10,18,0
pklot_stage_k_043,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-16,2013-01-16T11_55_07Z,ufpr04/2013-01-16,images/ufpr04/2013-01-16/2013-01-16_11_55_07.jpg,xml/ufpr04/2013-01-16/2013-01-16_11_55_07.xml,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_11_55_07.jpg,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_11_55_07.xml,288326,7bff1aedd3cfbee310386dccbc14faa1ecf821b3966808bdd485cf6b146f3e73,9421,e84e982e2ecc758bbb1703734d4f0b035631a82c7ffac72d1a82992170f0e6f7,1280,720,27,9,18,1
pklot_stage_k_044,stage_k_candidate_no_predictions,ufpr04,cloudy,2013-01-16,2013-01-16T12_25_08Z,ufpr04/2013-01-16,images/ufpr04/2013-01-16/2013-01-16_12_25_08.jpg,xml/ufpr04/2013-01-16/2013-01-16_12_25_08.xml,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_12_25_08.jpg,PKLot/parking1a/cloudy/2013-01-16/2013-01-16_12_25_08.xml,289503,3e1c7930d0cfd1efaaf9e6d5cb6521c3251a2aca6701ed614724eefb08ef5052,9434,968d1141853024dbcb39df3452ee0a28e89db9ddf8de22f4c2eef9dbdbe9dc8b,1280,720,28,9,19,0
